epochs,MAE,MRSTFT
158,0.0846496,0.8121985085308552
159,0.0041180113,0.02674787607975304
160,0.007961991,0.06438153516501188
161,0.16741504,1.2979875952005386
162,0.064925835,0.32776812091469765
163,0.16631116,1.1710731759667397
164,0.06768334,0.4909057319164276
165,0.17196764,1.608463279902935
166,0.08124826,0.4093089923262596
167,0.08461436,0.5782691985368729
168,0.103719056,0.8900915421545506
169,0.048994947,0.29302351363003254
170,0.013178763,0.11396972369402647
171,0.07240817,0.5330740697681904
172,0.06299904,0.5790162235498428
173,0.084046245,0.616465374827385
174,0.095074095,0.5207948498427868
175,0.0629012,0.5400699898600578
176,0.037021793,0.3721159705892205
177,0.18747717,0.8684335872530937
178,0.08483636,0.39903588593006134
179,0.11501358,0.7058342434465885
180,0.20102192,1.6274736002087593
181,0.12133428,1.0725749284029007
182,0.14560199,1.0544826313853264
183,0.10066507,0.5608873665332794
184,0.15021819,0.805161602795124
185,0.1381491,0.8053596988320351
186,0.112326875,0.6470602303743362
187,0.17010742,1.7997929453849792
188,0.010750993,0.0702511859126389
189,0.057691056,0.5097500123083591
190,0.100684024,0.6283595748245716
191,0.13357197,1.0542075634002686
192,0.08622307,0.5948687978088856
193,0.08359938,0.4973168447613716
194,0.12455819,0.7136957347393036
195,0.2343343,0.9807615280151367
196,0.13474086,1.013111874461174
197,0.1329785,0.8915787190198898
198,0.06650492,0.5602067336440086
199,0.10678413,0.9574014991521835
200,0.06292711,0.5290366858243942
201,0.054532476,0.3766908757388592
202,0.119506106,0.9541976004838943
203,0.23516728,1.379285216331482
