epochs,MAE,MRSTFT
4768,0.000569005,0.004268105
4769,0.001587286,0.012182818
4770,0.00203937,0.011937601
4771,0.000458715,0.003963769
4772,0.000455166,0.002228874
4773,0.000881207,0.007583043
4774,0.000492096,0.002432729
4775,0.00044325,0.003500523
4776,0.000354574,0.002596366
4777,0.000521133,0.002995247
4778,0.003244593,0.025333914
4779,0.000482729,0.003192405
4780,0.000707625,0.005199335
4781,0.000717857,0.00539667
4782,0.000834445,0.006667514
4783,0.000701116,0.004565408
4784,0.001688804,0.011783066
4785,0.000842018,0.004447617
4786,0.000341959,0.003532662
4787,0.001192362,0.007155602
4788,0.001060382,0.008837524
4789,0.001109028,0.0058191
4790,0.000766307,0.003039777
4791,0.000663957,0.004476512
4792,0.001550619,0.012041155
4793,0.000643062,0.003174613
4794,0.00139507,0.011086
4795,0.000553772,0.002994655
4796,0.000506164,0.004052907
4797,0.000604995,0.004065798
4798,0.000296539,0.002143236
4799,0.000739324,0.003994195
4800,0.000815598,0.006149864
4801,0.000766076,0.007580584
4802,0.000465802,0.00432631
4803,0.000540353,0.004646732
4804,0.000364567,0.002908865
4805,0.001158022,0.008177568
4806,0.000552062,0.004831139
4807,0.000543506,0.004376614
4808,0.003899689,0.031088845
4809,0.002006515,0.013222476
4810,0.000991875,0.009093975
4811,0.001281642,0.008940233
4812,0.003764497,0.031042885
4813,0.000604613,0.00405521
4814,0.000814767,0.006249505
4815,0.000491252,0.003316628
4816,0.000513602,0.003646653
4817,0.000360172,0.002915958
4818,0.00093675,0.004557712
4819,0.001527926,0.008807297
4820,0.000513496,0.00242544
4821,0.000773238,0.004062355
4822,0.000587627,0.00162138
4823,0.000740521,0.004885629
4824,0.001103752,0.007840464
4825,0.001196281,0.00864692
4826,0.000871811,0.004424792
4827,0.000356086,0.001637559
4828,0.001402244,0.010861126
4829,0.00077076,0.004028407
4830,0.00100378,0.003909672
4831,0.003462146,0.0271271
4832,0.000462087,0.003955033
4833,0.000544339,0.002560169
4834,0.000542415,0.002799218
4835,0.001022704,0.007916037
4836,0.000885998,0.006123779
4837,0.000448917,0.005108718
4838,0.001003051,0.006411427
4839,0.000371336,0.003519371
4840,0.000292185,0.002297984
4841,0.003599221,0.027939725
4842,0.000502382,0.001822996
4843,0.001085682,0.008091448
4844,0.00041557,0.003079913
4845,0.000212647,0.002155076
4846,0.000294241,0.003068593
4847,0.000645697,0.004434712
4848,0.000358872,0.003098554
4849,0.001237029,0.008498831
4850,0.000103881,0.001147895
4851,0.004105818,0.02445609
4852,0.000855363,0.003662987
4853,0.00129328,0.008582524
4854,0.000804864,0.005302562
4855,0.001529087,0.007725724
4856,0.00125009,0.007015158
4857,0.001016756,0.004382214
4858,0.002262503,0.012439135
4859,0.000436533,0.003359438
4860,0.001473644,0.01181533
4861,0.002507526,0.016954215
4862,0.002144282,0.015562773
4863,0.000856806,0.004645061
4864,0.00128425,0.01055347
4865,0.000884142,0.006096596
4866,0.000550141,0.002766922
4867,0.001465143,0.010878132
4868,0.000827511,0.007050932
4869,0.000647868,0.004529043
4870,0.000736702,0.004553709
4871,0.000640767,0.004094682
4872,0.003332197,0.02650198
4873,0.001591491,0.015825502
4874,0.00035058,0.002244906
4875,0.000724841,0.00667612
4876,0.000467386,0.00196291
4877,0.00054033,0.00620046
4878,0.000645617,0.004301548
4879,0.000880846,0.007340896
4880,0.000703393,0.006024484
4881,0.000893199,0.006289205
4882,0.00069687,0.006142334
4883,0.000164191,0.001247369
4884,0.000442222,0.003193191
4885,0.001384261,0.008775318
4886,0.00208303,0.017282436
4887,0.000974852,0.006445416
4888,0.000812967,0.006484912
4889,0.000126971,0.000581636
4890,0.000594284,0.004635433
4891,0.000329313,0.002751402
4892,0.000184959,0.001867378
4893,0.000547902,0.002956768
4894,0.003430853,0.027270025
4895,0.000873342,0.006000161
4896,0.000525204,0.003671783
4897,0.000633789,0.004909769
4898,0.000289884,0.002613862
4899,0.000243579,0.002394449
4900,0.001023236,0.009636635
4901,0.000583118,0.005423574
4902,0.000582307,0.004342834
4903,0.0009934,0.005324966
4904,0.00041447,0.003154121
4905,0.000191225,0.000850982
4906,0.000434918,0.001329682
4907,0.000477286,0.003393328
4908,0.000657759,0.003241576
4909,0.000212284,0.001876867
4910,0.000818825,0.001846684
4911,0.00148154,0.006464523
4912,0.000414073,0.002632947
4913,0.000579555,0.002535339
4914,0.001202893,0.011377745
4915,0.000380669,0.002889512
4916,0.000462667,0.003978363
4917,0.000400002,0.003329049
4918,0.002089546,0.017155481
4919,0.000516344,0.002496469
4920,0.000266392,0.00188733
4921,0.000274211,0.002635589
4922,0.00044507,0.002645774
4923,0.004470029,0.036926148
4924,0.001715616,0.01424251
4925,0.001312453,0.013625638
4926,0.004984727,0.027638301
4927,0.000475202,0.002812993
4928,0.001298944,0.008674398
4929,0.001203729,0.008020823
4930,0.000734493,0.005017012
4931,0.000729806,0.005782787
4932,0.001227781,0.006759328
4933,0.001131426,0.006682786
4934,0.000696768,0.004799217
4935,0.000706062,0.001456189
4936,0.001038571,0.007193807
4937,0.000680899,0.004256893
4938,0.001349941,0.010170014
4939,0.000380421,0.003000226
4940,0.000834732,0.003460333
4941,0.001788455,0.013326383
4942,0.000796592,0.005110682
4943,0.000957482,0.007524083
4944,0.000817039,0.006176793
4945,0.00079661,0.006304061
4946,0.000257677,0.002478022
4947,0.000284537,0.002441861
4948,0.000393158,0.003404426
4949,0.000574642,0.005276088
4950,0.000283288,0.002345524
4951,0.001087325,0.007239133
4952,0.000555277,0.0038838
4953,0.000546693,0.003782544
4954,0.000655362,0.00241444
4955,0.000910645,0.006545201
4956,0.001298618,0.008750041
4957,0.0005499,0.005415754
4958,0.000630333,0.003777794
4959,0.00045803,0.003953285
4960,0.001016953,0.004489931
4961,0.000490267,0.003778548
4962,0.000641621,0.003912656
4963,0.000592621,0.003258095
4964,0.000653604,0.004236226
4965,0.004043306,0.026265525
4966,0.000424504,0.002992443
4967,0.001029333,0.005948354
4968,0.001302378,0.008555058
4969,0.000549401,0.004054811
4970,0.000782953,0.004956962
4971,0.000442563,0.002918859
4972,0.000766737,0.004293203
4973,0.000719735,0.002680592
4974,0.000105081,0.001040442
4975,0.001338819,0.00715099
4976,0.000620643,0.002912551
4977,0.001610848,0.009276223
4978,0.001156703,0.004546808
4979,0.001300255,0.008276091
4980,0.000252825,0.002256371
4981,0.00153485,0.008090394
4982,0.006445785,0.051155188
4983,0.000523659,0.003921881
4984,0.001058874,0.007268116
4985,0.001743247,0.009287626
4986,0.000958306,0.006970671
4987,0.000970089,0.006864256
4988,0.000773167,0.004537428
4989,0.001135952,0.008700113
4990,0.001126894,0.008028083
4991,0.000699349,0.00434304
4992,0.002170124,0.014267884
4993,7.70E-05,0.000469544
4994,0.000803226,0.001310144
4995,0.001674428,0.007998171
4996,0.000384826,0.002173649
4997,0.001456745,0.007453883
4998,0.000957726,0.004496853
4999,0.000834195,0.005177276
5000,0.000569667,0.003591796
5001,0.000886428,0.003899203
5002,0.001083958,0.006432764
5003,0.000735982,0.004362418
5004,0.000367044,0.0012028
5005,0.000912123,0.00597714
5006,0.001057789,0.001995741
5007,0.007004338,0.054159433
5008,0.001515321,0.005586389
5009,0.000741526,0.004561122
5010,0.001083065,0.002858219
5011,0.001208359,0.00257461
5012,0.001000743,0.006988884
5013,0.000975126,0.005661884
5014,0.001168324,0.0051135
5015,0.000953046,0.005168219
5016,0.00119135,0.012919079
5017,0.000827162,0.005480324
5018,0.000840878,0.006964908
5019,0.004090975,0.025777761
5020,0.001438105,0.007743293
5021,0.000709828,0.002806555
5022,0.000807366,0.005099719
5023,0.001035876,0.002247606
5024,0.000915311,0.004207306
5025,0.000552663,0.003365494
5026,0.000979258,0.00499037
5027,0.00172021,0.010819897
5028,0.000482649,0.003271699
5029,0.000633263,0.005463192
5030,0.00120549,0.009620961
5031,0.000940973,0.006275824
5032,0.000950152,0.007203994
5033,0.001844463,0.010852291
5034,0.000389304,0.003670017
5035,0.000452509,0.00261686
5036,0.000460032,0.003953647
5037,0.000547702,0.004669696
5038,0.000471653,0.004352817
5039,0.000556691,0.004950323
5040,0.000394096,0.003571121
5041,0.000660528,0.005995771
5042,0.000291455,0.002520735
5043,0.000617928,0.004100908
5044,0.000375609,0.0046045
5045,0.001839522,0.013945296
5046,0.000226564,0.002326656
5047,0.000575321,0.004172929
5048,0.001790095,0.011633743
5049,0.000562633,0.00416677
5050,0.000558945,0.005028439
5051,0.001086929,0.008596971
5052,0.001009034,0.007595803
5053,0.0007136,0.005415348
5054,0.000923141,0.009529377
5055,0.000502204,0.004625467
5056,0.000820442,0.008438371
5057,0.000359203,0.003022191
5058,0.000390523,0.003353144
5059,0.000270096,0.002021664
5060,0.000378625,0.004284701
5061,0.000888031,0.007307119
5062,0.000131287,0.001150522
5063,0.00080036,0.004583665
5064,0.000797428,0.006276845
5065,0.001442539,0.009338804
5066,0.000182444,0.001222299
5067,0.001228855,0.005917495
5068,0.001277752,0.004484384
5069,0.001003532,0.007095735
5070,0.001699613,0.007336819
5071,0.001197369,0.003033316
5072,0.001124156,0.006468523
5073,0.002588817,0.018360293
5074,0.003827111,0.023430625
5075,0.00184686,0.007809705
5076,0.000784174,0.006087029
5077,0.001463745,0.010102029
5078,0.001513158,0.005547549
5079,0.001741177,0.008575383
5080,0.000579204,0.004888121
5081,0.001300642,0.008252203
5082,0.001823087,0.006841279
5083,0.002079994,0.003398596
5084,0.001112651,0.006908441
5085,0.000670214,0.004654325
5086,0.002196573,0.006251834
5087,0.002101935,0.007902005
5088,0.000661942,0.004611387
5089,0.002204804,0.011207706
5090,0.001929721,0.00950451
5091,0.000894914,0.00710894
5092,0.000707912,0.00228166
5093,0.001201543,0.005751528
5094,0.000612445,0.005592239
5095,0.000953737,0.003919412
5096,0.002483344,0.013981998
5097,0.00138924,0.00666989
5098,0.000855091,0.003956923
5099,0.000700559,0.004110438
5100,0.001429694,0.00938766
5101,0.000468785,0.004180978
5102,0.000769931,0.002388168
5103,0.006215312,0.042522066
5104,0.000897957,0.004651818
5105,0.00077923,0.004793255
5106,0.001020149,0.003843843
5107,0.005858416,0.031595796
5108,0.000807861,0.004541266
5109,0.00153956,0.010728393
5110,0.00344515,0.025359724
5111,0.001914206,0.013709829
5112,0.001615432,0.009078231
5113,0.002379677,0.01523178
5114,0.001571582,0.01230207
5115,0.000959199,0.007150746
5116,0.000503916,0.003297456
5117,0.001099795,0.006136313
5118,0.00189347,0.012113447
5119,0.000907139,0.005816874
5120,0.000454842,0.003899036
5121,0.000499357,0.004907652
5122,0.000806902,0.007976382
5123,0.000666452,0.006319801
5124,0.000496886,0.002450332
5125,0.001069712,0.009364176
5126,0.005903321,0.046643563
5127,0.001152677,0.00795529
5128,0.000492713,0.003463823
5129,0.001085752,0.009578404
5130,0.000962583,0.005838593
5131,0.001267084,0.009535393
5132,0.00080026,0.005277104
5133,0.000881846,0.007944295
5134,0.000374363,0.00318967
5135,0.000584219,0.004585013
5136,0.007062853,0.040306071
5137,0.001245707,0.011836633
5138,0.000553034,0.005582969
5139,0.000378226,0.004062097
5140,0.001694659,0.009122232
5141,0.000495751,0.004380551
5142,0.000885836,0.005282613
5143,0.000669302,0.002432809
5144,0.000395966,0.002556847
5145,0.000508166,0.003311282
5146,0.000943115,0.008598881
5147,8.63E-05,0.000946105
5148,0.000573717,0.003994419
5149,0.001126378,0.010449793
5150,0.000562995,0.006262154
5151,0.0012342,0.009525928
5152,0.000799882,0.007564142
5153,0.000843665,0.005877394
5154,0.000289939,0.002990836
5155,0.000486171,0.003425308
5156,0.000458202,0.003887704
5157,0.000692798,0.005563233
5158,0.000227762,0.001883165
5159,0.001949714,0.015188814
5160,0.000384185,0.003135977
5161,0.004179447,0.027451731
5162,0.00084088,0.007068445
5163,0.00066644,0.004934705
5164,0.00046501,0.003482646
5165,0.001314726,0.007530959
5166,0.001270873,0.008792336
5167,0.001225659,0.008540834
5168,0.000695338,0.00468858
5169,0.000860446,0.004379384
5170,0.000957419,0.006138544
5171,0.003320834,0.021468931
5172,0.002009432,0.007510994
5173,0.000966247,0.003898212
5174,0.001283824,0.005235113
5175,0.001516786,0.00579022
5176,0.000820554,0.006708788
5177,0.001006759,0.007234411
5178,0.001641986,0.011913677
5179,0.001968299,0.014653953
5180,0.000412985,0.003388137
5181,0.000802144,0.003460534
5182,0.001056919,0.006126666
5183,0.000454216,0.003704872
5184,0.001078236,0.006710646
5185,0.000691324,0.001863748
5186,0.000336143,0.003606618
5187,0.000651212,0.00586428
5188,0.000411309,0.004305608
5189,0.000565181,0.006169438
5190,0.002473463,0.016887824
5191,0.000571439,0.005532973
5192,0.000581652,0.006556042
5193,0.000230724,0.003012678
5194,0.000346515,0.002709486
5195,0.000919211,0.006219015
5196,0.000950238,0.008547455
5197,0.000388224,0.003905818
5198,0.002744017,0.019602753
5199,0.00102471,0.009730242
5200,0.000383598,0.003204629
5201,0.00069745,0.005899397
5202,0.000397961,0.003794016
5203,0.000742851,0.004376507
5204,0.000152294,0.00115525
5205,0.001084314,0.004978006
5206,0.000877682,0.002124065
5207,0.000194004,0.00194284
5208,0.001615641,0.010225026
5209,0.00112183,0.003582976
5210,0.000379427,0.002941925
5211,0.00107681,0.003274479
5212,0.001390997,0.005648211
5213,0.00057533,0.005245276
5214,0.001317865,0.005813449
5215,0.003285907,0.026785575
5216,0.001442246,0.005864482
5217,0.001012578,0.00992001
5218,0.002726947,0.021162882
5219,0.002317355,0.012494156
5220,0.001483475,0.009257421
5221,0.001255566,0.010306901
5222,0.000892302,0.003020231
5223,0.001706987,0.008924747
5224,0.000751277,0.005037998
5225,0.000995595,0.005360614
5226,0.001652489,0.005936087
5227,0.001002722,0.004407714
5228,0.000685917,0.004088119
5229,0.000919759,0.004204461
5230,0.000715438,0.005581839
5231,0.000894364,0.003118961
5232,0.001642017,0.010008367
5233,0.000555225,0.004100344
5234,0.001032246,0.006149154
5235,0.001198605,0.006682543
5236,0.000549292,0.004595144
5237,0.00087297,0.004097162
5238,0.000917095,0.008095779
5239,0.000969377,0.004384042
5240,0.001491266,0.007195541
5241,0.000650182,0.006662891
5242,0.000975142,0.003880739
5243,0.00266506,0.014928815
5244,0.001113853,0.006224452
5245,0.001528367,0.009723334
5246,0.001436849,0.004780748
5247,0.001250724,0.005751932
5248,0.000501812,0.003927235
5249,0.000879308,0.005786303
5250,0.00084672,0.005778459
5251,0.010302676,0.064929155
5252,0.001010699,0.004816359
5253,0.001436137,0.010369548
5254,0.002145316,0.013372156
5255,0.002819558,0.023001814
5256,0.002985386,0.016167236
5257,0.001366493,0.010373918
5258,0.001027119,0.008340074
5259,0.001470162,0.008069116
5260,0.001589621,0.012979159
5261,0.0009046,0.007201012
5262,0.000896183,0.002637326
5263,0.00092088,0.007765354
5264,0.001203512,0.00536065
5265,0.001599139,0.009040892
5266,0.000773221,0.00477861
5267,0.000995881,0.00453803
5268,0.001219434,0.006739607
5269,0.000845448,0.006748904
5270,0.000880051,0.002310324
5271,0.001041494,0.004044281
5272,0.000670362,0.004753628
5273,0.000784826,0.00476484
5274,0.001092803,0.006462551
5275,0.000793992,0.006418794
5276,0.000659435,0.005105642
5277,0.000562308,0.002916052
5278,0.000343774,0.00312494
5279,0.000929793,0.008166115
5280,0.001425014,0.012077791
5281,0.000664107,0.006292285
5282,0.000557565,0.005825968
5283,0.003813243,0.023030013
5284,0.000593944,0.005527909
5285,0.000679415,0.00466768
5286,0.001841771,0.016731902
5287,0.000556442,0.004885237
5288,0.000593472,0.006652315
5289,0.000284401,0.002496525
5290,0.000538046,0.004205194
5291,0.000744277,0.005295378
5292,0.000702345,0.005713537
5293,0.00800088,0.042226891
5294,0.000366303,0.002340443
5295,0.00128487,0.012099209
5296,0.002161815,0.017625649
5297,0.001476402,0.011636256
5298,0.001023405,0.008228544
5299,0.000920531,0.007497662
5300,0.001490979,0.009816082
5301,0.001999904,0.013070026
5302,0.000972502,0.005025505
5303,0.001273018,0.011838523
5304,0.000951621,0.007215003
5305,0.000622406,0.003192107
5306,0.000863496,0.005856282
5307,0.002647851,0.019822375
5308,0.000496702,0.002819113
5309,0.000865903,0.005659961
5310,0.000123665,0.001510838
5311,0.000991308,0.004011243
5312,0.000956456,0.003286643
5313,0.000401322,0.00302595
5314,0.002118509,0.00985551
5315,0.00146274,0.005955454
5316,0.000298136,0.002537737
5317,0.001556628,0.01010322
5318,0.002133873,0.010585677
5319,0.00146407,0.003827107
5320,0.001292904,0.01077044
5321,0.0012723,0.0079687
5322,0.001664583,0.009972704
5323,0.000506901,0.004353743
5324,0.001082593,0.00534922
5325,0.001738337,0.009582246
5326,0.001374257,0.009677278
5327,0.001373341,0.010628109
5328,0.001524221,0.003775534
5329,0.001384703,0.004786361
5330,0.000574498,0.003463107
5331,0.001144591,0.005805784
5332,0.00155886,0.007239699
5333,0.001263596,0.004848824
5334,0.000658608,0.004057931
5335,0.001151092,0.00564169
5336,0.001980062,0.008067123
5337,0.001296136,0.006232703
5338,0.000535433,0.004771847
5339,0.001096022,0.003611664
5340,0.001606826,0.005603202
5341,0.001031562,0.003857016
5342,0.001747641,0.016599449
5343,0.001759319,0.013527969
5344,0.001262688,0.009429949
5345,0.001248471,0.009392258
5346,0.001288222,0.010157863
5347,0.00118662,0.00913647
5348,0.00278189,0.019767532
5349,0.003055847,0.019355769
5350,0.00117333,0.010932376
5351,0.00046938,0.002152633
5352,0.000752364,0.006550271
5353,0.001995183,0.012058914
5354,0.00093558,0.004923702
5355,0.00098347,0.009583802
5356,0.000988684,0.009579592
5357,0.001345857,0.013849075
5358,0.002060913,0.016491938
5359,0.001538766,0.011547272
5360,0.001309759,0.0078157
5361,0.001417266,0.009318662
5362,0.004369913,0.0321112
5363,0.000579431,0.004396016
5364,0.000948869,0.00810596
5365,0.000640432,0.004212517
5366,0.001077373,0.008532323
5367,0.000872573,0.007176173
5368,0.001824238,0.010080429
5369,0.001092347,0.009426883
5370,0.000378871,0.003558004
5371,0.000562255,0.004927688
5372,0.000659144,0.003707634
5373,0.000512456,0.004157945
5374,0.000514871,0.003631975
5375,0.001104823,0.009428853
5376,0.000745309,0.006394753
5377,0.000547092,0.001843886
5378,0.002534842,0.017546891
5379,0.000693856,0.007459151
5380,0.002370118,0.016570641
5381,0.000943188,0.007345141
5382,0.000905534,0.006074638
5383,0.000751793,0.006489976
5384,0.001078914,0.006396491
5385,0.000954686,0.006296353
5386,0.000400269,0.003431914
5387,0.001085545,0.008087888
5388,0.001977269,0.014229861
5389,0.00363025,0.025547776
5390,0.004031361,0.032642108
5391,0.000813443,0.006994827
5392,0.000721966,0.002978086
5393,0.004286377,0.038251119
5394,0.000224322,0.001097471
5395,0.000656316,0.005135658
5396,0.00057622,0.005455746
5397,0.001424606,0.009989468
5398,0.000920172,0.005604742
5399,0.000767506,0.00650129
5400,0.002124271,0.012058942
5401,0.005528591,0.053512487
5402,0.000606564,0.005696982
5403,0.000492268,0.003743363
5404,0.00026064,0.002150076
5405,0.000342188,0.002288872
5406,0.006830926,0.050549953
5407,0.000892484,0.00648143
5408,0.000783697,0.007514371
5409,0.000588072,0.005589977
5410,0.000547444,0.005026098
5411,0.000378789,0.00264311
5412,0.000181097,0.001160153
5413,0.000824699,0.004661617
5414,0.000428384,0.002603482
5415,0.000911497,0.003816605
5416,0.000750742,0.004878822
5417,0.000403723,0.003174632
5418,0.000486689,0.003453729
5419,0.0007248,0.002950463
5420,0.003097994,0.02161737
5421,0.000870234,0.008119561
5422,0.000972508,0.004972621
5423,0.002749837,0.021546233
5424,0.000603229,0.004709888
5425,0.000234766,0.001681351
5426,0.000524165,0.002234432
5427,0.000962212,0.007545065
5428,0.000951832,0.006661493
5429,0.003125104,0.02506781
5430,0.000682328,0.005605574
5431,0.000930984,0.007622739
5432,0.000705587,0.006116991
5433,2.41E-05,0.000448929
5434,0.001689923,0.009722137
5435,0.004838228,0.032800648
5436,0.000849811,0.005897185
5437,0.00121343,0.006425238
5438,0.001027156,0.003468029
5439,0.000704305,0.006149289
5440,0.002252553,0.013062938
5441,0.002140154,0.004753701
5442,0.002387669,0.010059853
5443,0.008055112,0.049462145
5444,0.000694651,0.003933795
5445,0.001717861,0.010747822
5446,0.00253968,0.01506473
5447,0.002234248,0.01602254
5448,0.003019618,0.021309241
5449,0.004024259,0.02553677
5450,0.001440183,0.010517319
5451,0.00096203,0.004943452
5452,0.000860631,0.005695325
5453,0.000757405,0.004617421
5454,0.000716386,0.004427873
5455,0.007026522,0.039061042
5456,0.001639923,0.009219688
5457,0.0021012,0.015761017
5458,0.004910698,0.036730158
5459,0.001127612,0.006417749
5460,0.000845733,0.008074275
5461,0.000891687,0.005464651
5462,0.001097182,0.005561795
5463,0.00213433,0.021005501
5464,0.001010802,0.006547976
5465,0.001561999,0.015434936
5466,0.000390894,0.003877572
5467,0.003219111,0.028465549
5468,0.001436947,0.01028405
5469,0.000610149,0.005155932
5470,0.000531929,0.003910606
5471,0.000846038,0.007603836
5472,0.000344213,0.001443249
5473,0.000593991,0.003171942
5474,0.000646633,0.003705482
5475,0.00360384,0.024744766
5476,0.000688431,0.002335684
5477,0.001052661,0.007675638
5478,0.001337468,0.011704948
5479,0.000994815,0.006320662
5480,0.00108438,0.007467239
5481,0.000760721,0.004562418
5482,0.000822759,0.006034807
5483,0.000384634,0.002809188
5484,0.000595371,0.005333913
5485,0.000732492,0.006551688
5486,0.000443652,0.003945995
5487,0.000318002,0.002498097
5488,0.000773488,0.004264013
5489,0.000394728,0.003543918
5490,0.00076467,0.003635457
5491,0.000893351,0.005450921
5492,0.000940575,0.007928836
5493,0.000861644,0.003685919
5494,0.000327531,0.003026616
5495,0.001335943,0.004406169
5496,0.000957859,0.002785058
5497,0.000544284,0.00570446
5498,0.00060438,0.001201473
5499,0.00068548,0.003913717
5500,0.000592541,0.003057499
5501,0.000869088,0.002672094
5502,0.000365765,0.001368175
5503,0.001079649,0.005573222
5504,0.001671081,0.005292239
5505,0.001007024,0.0072157
5506,0.000713345,0.004254752
5507,0.001159913,0.004848806
5508,0.00079816,0.003847833
5509,0.00089098,0.006170741
5510,0.001585667,0.004011285
5511,0.002853647,0.020381742
5512,0.001040923,0.005175396
5513,0.000179927,0.002569341
5514,0.001737931,0.007807132
5515,0.005272294,0.040003415
5516,0.001949255,0.011576322
5517,0.001422223,0.010407845
5518,0.000872938,0.005791102
5519,0.000975215,0.004440381
5520,0.001011362,0.005686894
5521,0.001195465,0.011168034
5522,0.001362344,0.004672043
5523,0.00151642,0.00566108
5524,0.001160567,0.007234054
5525,0.001233994,0.009910652
5526,0.005716537,0.040861232
5527,0.001401033,0.006397479
5528,0.000656664,0.005280048
5529,0.00098524,0.006656184
5530,0.001344629,0.007025692
5531,0.001621496,0.01109089
5532,0.000664819,0.006006844
5533,0.000972711,0.005199535
5534,0.001024196,0.005601292
5535,0.000550639,0.004640295
5536,0.00076855,0.003454982
5537,0.000952353,0.004672793
5538,0.000527831,0.004184357
5539,0.000858068,0.006438301
5540,0.001090011,0.008856001
5541,0.000543624,0.006290729
5542,0.001296308,0.009226623
5543,0.000612824,0.004741152
5544,0.001900052,0.0171287
5545,0.001120007,0.009002691
5546,0.000851905,0.00733405
5547,0.002687472,0.024043774
5548,0.001448518,0.008332996
5549,0.001209792,0.009148039
5550,0.003146395,0.020889519
5551,0.001991621,0.016407849
5552,0.001427784,0.012187058
5553,0.000636977,0.005878348
5554,0.000940446,0.006107636
5555,0.001039891,0.008156678
5556,0.003131303,0.024295145
5557,0.001191621,0.009096797
5558,0.001229251,0.008437532
5559,0.002087798,0.015912959
5560,0.001310376,0.009291279
5561,0.000788566,0.00596958
5562,0.000938665,0.006171842
5563,0.003708992,0.033911908
5564,0.001095874,0.009093175
5565,0.001583129,0.012794205
5566,0.002878942,0.022606541
5567,0.001195336,0.009735754
5568,0.002361605,0.018820229
5569,0.001124281,0.009781278
5570,0.001616295,0.015076344
5571,0.001687312,0.010497462
5572,0.004822799,0.026537455
5573,0.000507394,0.00382008
5574,0.001138109,0.009163284
5575,0.000579477,0.003258768
5576,0.00037716,0.002925928
5577,0.000758429,0.005342292
5578,0.000535715,0.004996005
5579,0.001169779,0.009444571
5580,0.000739089,0.006086167
5581,0.001464226,0.011904597
5582,0.000972786,0.00827026
5583,0.000452602,0.00364907
5584,0.001701523,0.009878536
5585,0.000762059,0.007041612
5586,0.001112262,0.007882474
5587,0.000349143,0.002784863
5588,0.002087751,0.014805201
5589,0.001252146,0.005571592
5590,0.000524883,0.001843032
5591,0.001630613,0.009434133
5592,0.001513725,0.008059156
5593,0.001941826,0.016022962
5594,0.000786896,0.006694694
5595,0.000968111,0.005582244
5596,0.000912708,0.008751319
5597,0.001102863,0.008982694
5598,0.001290206,0.006362268
5599,0.001211089,0.009110943
5600,0.000749697,0.004878528
5601,0.001457427,0.007464814
5602,0.00094495,0.007004975
5603,0.000519517,0.002749547
5604,0.000883351,0.006369952
5605,0.00081152,0.005710723
5606,0.000971398,0.007644656
5607,0.000849935,0.004567949
5608,0.000489426,0.003477971
5609,0.000814964,0.004842708
5610,0.001649701,0.010862329
5611,0.000798924,0.003603777
5612,0.000845874,0.002483393
5613,0.000577629,0.004119337
5614,0.001283365,0.008023922
5615,0.001843251,0.016127424
5616,0.000653246,0.003183138
5617,0.001285045,0.007719554
5618,0.000954524,0.005570696
5619,0.001866483,0.010678638
5620,0.000361971,0.003847984
5621,0.000919187,0.00484791
5622,0.000682888,0.006011405
5623,0.003601392,0.029285034
5624,0.002001035,0.009767401
5625,0.001607328,0.010677623
5626,0.000740246,0.004409877
5627,0.001450294,0.009358914
5628,0.000955478,0.006677503
5629,0.000914656,0.004488668
5630,0.001743632,0.008921764
5631,0.000441496,0.002760665
5632,0.000955579,0.00515458
5633,0.001650507,0.008241167
5634,0.001765826,0.008745552
5635,0.000439819,0.002685748
5636,0.000705228,0.003667595
5637,0.000549406,0.004987449
5638,0.000656525,0.005181967
5639,0.000490446,0.003263301
5640,0.001859273,0.014651238
5641,0.002985652,0.022391742
5642,0.000508956,0.004550182
5643,0.000507079,0.002632224
5644,0.000678714,0.004235591
5645,0.001626103,0.010503588
5646,0.001951001,0.01632844
5647,0.003768701,0.026217861
5648,0.000788348,0.006521551
5649,0.001516612,0.012586474
5650,0.001351861,0.010168322
5651,0.001987414,0.013878296
5652,0.002703546,0.01840955
5653,0.001276004,0.010885966
5654,0.000464618,0.006037655
5655,0.000951628,0.007128684
5656,0.001337857,0.008656422
5657,0.000847316,0.006111093
5658,0.001324187,0.008520285
5659,0.000754932,0.005612556
5660,0.001906868,0.012883579
5661,0.000710296,0.005915445
5662,0.00066459,0.00608406
5663,0.00042091,0.002522594
5664,0.001408878,0.007508642
5665,0.000690187,0.004134071
5666,0.000829679,0.006392711
5667,0.000505151,0.003843417
5668,0.000924164,0.006674659
5669,0.000361929,0.002523695
5670,0.000865901,0.005170717
5671,0.000491995,0.002510497
5672,0.001027452,0.005922875
5673,0.000761039,0.004278617
5674,0.000744408,0.00468564
5675,0.000482804,0.002187287
5676,0.000697307,0.00327966
5677,0.000641803,0.002458995
5678,0.000452041,0.003193785
5679,0.000557283,0.004429077
5680,0.000719979,0.003941827
5681,0.000687809,0.003559498
5682,0.000301987,0.002101696
5683,0.000404606,0.003472566
5684,0.00102709,0.009902206
5685,0.000422179,0.003363442
5686,0.000863621,0.005592556
5687,0.000489069,0.004666926
5688,0.000596521,0.003787512
5689,0.002247704,0.018047859
5690,0.000431551,0.002452578
5691,0.000796745,0.006153022
5692,0.000813058,0.006886253
5693,0.002956579,0.026290929
5694,0.000551603,0.00463931
5695,0.000393091,0.002408701
5696,0.000236338,0.00123148
5697,0.000318398,0.003212974
5698,0.000392087,0.003602978
5699,0.000561376,0.006564685
